Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,HourlyRate,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,OverTime,PercentSalaryHike,WorkLifeBalance,MonthlyIncome,TrainingTimesLastYear,NumCompaniesWorked,MaritalStatus,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsInCurrentRole,YearsWithCurrManager,TWYears_zscore,YearsAtCompany_zscore,YearsInCurrentRole_zscore,YearsWithCurrManager_zscore,YearsSinceLastPromotion_zscore,Cluster
30.0,No,2,Research & Development,Very far,2,Medical,64,4,0,2,4,No,13,3,5209.0,4.0,1,1,3.0,11,5.0,1,8,9,-0.04706211993226098,-0.03096123402423368,1.03339505711953,1.3598443998864354,-0.37295569472133927,0
49.0,Yes,2,Sales,Very far,4,Marketing,63,1,0,2,4,Yes,11,3,2587.0,2.0,1,1,3.0,10,2.0,0,7,8,-0.1761290992201721,-0.8009460142746375,0.7570021353344899,1.079220216090918,-0.682655386581575,2
45.0,No,2,Sales,Near,4,Technical Degree,56,4,0,4,2,No,17,3,5770.0,3.0,6,1,3.0,22,10.0,2,8,3,1.372674652234761,1.2523467330597726,1.03339505711953,-0.32390070288666994,-0.06325600286110364,2
46.0,No,2,Research & Development,Near,2,Other,51,1,0,3,2,No,11,2,10453.0,2.0,4,1,4.0,29,24.0,1,9,7,2.2761435072501386,4.845609040894991,1.3097879789045703,0.7985960322954003,-0.37295569472133927,2
36.0,Yes,0,Sales,Near,4,Life Sciences,46,1,0,3,3,No,11,1,5197.0,6.0,5,1,3.0,17,3.0,11,1,7,0.7273397557952056,-0.5442844208578362,-0.9013553953757513,0.7985960322954003,2.7240412238810174,0
37.11526232114468,No,2,Sales,Very far,3,Marketing,74,3,0,2,1,No,14,2,2783.0,3.0,1,1,3.0,8,2.0,7,7,5,-0.4342630577959943,-0.8009460142746375,0.7570021353344899,0.23734766470436516,1.4852424564400748,0
41.0,Yes,2,Research & Development,Near,3,Medical,78,4,0,5,1,Yes,13,3,13570.0,3.0,5,1,4.0,24,20.0,1,2,4,1.6308086108105833,3.8189626672277854,-0.6249624735907111,-0.04327651909115238,-0.37295569472133927,1
43.0,No,2,Human Resources,Near,2,Medical,96,4,0,1,2,No,18,3,5197.0,2.0,9,2,3.0,8,8.0,0,2,2,-0.4342630577959943,0.7390235462261702,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,2
26.0,Yes,2,Research & Development,Near,2,Medical,46,3,0,1,1,Yes,22,3,2148.0,3.0,0,2,3.0,4,4.0,1,2,2,-0.9505309749476386,-0.28762282744103496,-0.6249624735907111,-0.6045248866821875,-0.37295569472133927,0
36.0,No,2,Research & Development,Far,3,Other,67,4,0,1,1,No,11,3,5197.0,2.0,1,0,3.0,7,7.0,0,7,7,-0.5633300370839054,0.4823619528093689,0.7570021353344899,0.7985960322954003,-0.682655386581575,0
39.0,No,0,Sales,Far,4,Life Sciences,94,3,0,2,1,Yes,15,3,5197.0,1.0,3,1,3.0,15,3.0,1,7,7,0.4692057972193834,-0.5442844208578362,0.7570021353344899,0.7985960322954003,-0.37295569472133927,2
43.0,No,2,Research & Development,Near,3,Life Sciences,55,4,0,1,3,No,13,3,4522.0,3.0,1,1,3.0,4,4.0,2,2,2,-0.9505309749476386,-0.28762282744103496,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,2
27.0,No,2,Sales,Near,3,Marketing,94,3,0,3,4,Yes,19,3,6214.0,3.0,2,1,3.0,15,8.0,1,2,2,0.4692057972193834,0.7390235462261702,-0.6249624735907111,-0.6045248866821875,-0.37295569472133927,0
53.0,No,2,Sales,Far,3,Technical Degree,31,3,0,1,3,Yes,18,3,5197.0,2.0,1,0,4.0,8,8.0,0,2,6,-0.4342630577959943,0.7390235462261702,-0.6249624735907111,0.5179718484998828,-0.682655386581575,2
40.0,No,2,Sales,Near,1,Life Sciences,76,3,0,1,1,No,12,3,5715.0,5.0,1,0,3.0,1,1.0,0,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,2
34.0,No,2,Research & Development,Near,2,Medical,61,4,0,2,4,No,16,2,5121.0,3.0,7,0,3.0,8,0.0,0,2,4,-0.4342630577959943,-1.31426920110824,-0.6249624735907111,-0.04327651909115238,-0.682655386581575,0
40.0,No,2,Sales,Very far,3,Medical,79,3,0,3,4,No,13,3,13237.0,3.0,5,0,3.0,18,18.0,0,0,0,0.8564067350831167,3.305639480394183,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,1
37.11526232114468,Yes,2,Research & Development,Very far,3,Medical,51,3,0,1,2,Yes,17,3,7412.0,3.0,1,1,3.0,1,1.0,0,1,0,-1.337731912811372,-1.0576076076914387,-0.9013553953757513,-1.1657732542732226,-0.682655386581575,2
49.0,No,2,Research & Development,Near,4,Life Sciences,40,4,0,1,3,No,13,3,7403.0,3.0,3,2,3.0,7,7.0,2,2,2,-0.5633300370839054,0.4823619528093689,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,2
38.0,No,0,Research & Development,Very far,3,Medical,54,2,0,2,2,No,11,3,5197.0,3.0,1,0,3.0,20,5.0,2,7,13,1.1145406936589388,-0.03096123402423368,0.7570021353344899,2.482341135068505,-0.06325600286110364,0
34.0,No,2,Research & Development,Far,4,Medical,67,4,0,3,4,No,12,2,4599.0,2.0,6,2,4.0,25,15.0,5,7,4,1.7598755900984944,2.5356547001437795,0.7570021353344899,-0.04327651909115238,0.8658430727196034,0
33.0,No,2,Research & Development,Very far,3,Technical Degree,87,4,0,1,2,No,12,3,3838.0,5.0,5,0,3.0,8,5.0,0,4,2,-0.4342630577959943,-0.03096123402423368,-0.0721766300206307,-0.6045248866821875,-0.682655386581575,0
59.0,Yes,2,Human Resources,Near,4,Human Resources,63,3,0,1,1,Yes,22,3,7637.0,3.0,4,0,3.0,7,7.0,0,2,2,-0.5633300370839054,0.4823619528093689,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,2
55.0,No,2,Sales,Near,3,Other,61,4,0,2,2,No,19,4,16835.0,2.0,0,1,3.0,9,9.0,3,7,7,-0.30519607850808317,0.9956851396429715,0.7570021353344899,0.7985960322954003,0.24644368899913202,1
30.0,No,2,Research & Development,Near,3,Life Sciences,60,4,0,1,2,Yes,16,2,3204.0,3.0,1,0,3.0,4,3.0,2,2,2,-0.9505309749476386,-0.5442844208578362,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
37.11526232114468,No,1,Sales,Near,3,Other,81,4,0,2,1,No,18,3,5197.0,3.0,3,2,3.0,15,3.0,3,9,12,0.4692057972193834,-0.5442844208578362,1.3097879789045703,2.201716951272988,0.24644368899913202,0
29.0,Yes,1,Research & Development,Near,2,Medical,38,3,0,1,1,No,11,2,5197.0,1.0,7,2,3.0,8,8.0,0,0,0,-0.4342630577959943,0.7390235462261702,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
27.0,No,2,Research & Development,Near,3,Medical,95,4,0,2,2,Yes,15,3,2279.0,2.0,6,2,3.0,8,7.0,1,4,2,-0.4342630577959943,0.4823619528093689,-0.0721766300206307,-0.6045248866821875,-0.37295569472133927,0
41.0,No,2,Sales,Near,4,Marketing,56,2,0,2,2,No,18,3,10447.0,3.0,1,1,3.0,8,8.0,0,7,7,-0.4342630577959943,0.7390235462261702,0.7570021353344899,0.7985960322954003,-0.682655386581575,2
37.11526232114468,Yes,2,Research & Development,Near,3,Life Sciences,70,1,0,1,1,Yes,11,3,2001.0,2.0,1,2,3.0,10,5.0,9,8,7,-0.1761290992201721,-0.03096123402423368,1.03339505711953,0.7985960322954003,2.104641840160546,0
36.0,No,1,Research & Development,Near,3,Medical,79,2,0,2,4,Yes,12,3,4639.0,2.0,7,0,3.0,17,15.0,1,11,9,0.7273397557952056,2.5356547001437795,1.8625738224746506,1.3598443998864354,-0.37295569472133927,0
37.11526232114468,Yes,2,Research & Development,Near,1,Technical Degree,99,3,0,1,3,No,16,3,4789.0,3.0,5,2,3.0,4,3.0,1,2,2,-0.9505309749476386,-0.5442844208578362,-0.6249624735907111,-0.6045248866821875,-0.37295569472133927,0
37.11526232114468,No,2,Research & Development,Near,4,Medical,58,4,0,1,3,No,12,3,2210.0,3.0,6,1,3.0,10,1.0,1,0,7,-0.1761290992201721,-1.0576076076914387,-1.1777483171607914,0.7985960322954003,-0.37295569472133927,0
37.11526232114468,No,2,Research & Development,Near,4,Medical,66,1,0,1,3,No,12,2,3346.0,3.0,0,0,4.0,6,1.0,0,3,3,-0.6923970163718165,-1.0576076076914387,-0.3485695518056709,-0.32390070288666994,-0.682655386581575,0
21.0,No,1,Human Resources,Very far,4,Life Sciences,31,3,0,3,4,Yes,16,3,2625.0,2.0,1,2,4.0,9,2.0,1,0,7,-0.30519607850808317,-0.8009460142746375,-1.1777483171607914,0.7985960322954003,-0.37295569472133927,0
37.11526232114468,No,1,Human Resources,Near,4,Life Sciences,50,1,0,2,3,No,11,4,4647.0,3.0,4,2,4.0,10,6.0,0,2,2,-0.1761290992201721,0.22570035939256758,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,0
47.0,No,2,Sales,Very far,3,Marketing,80,3,0,3,1,No,19,4,5070.0,2.0,4,1,3.0,22,5.0,13,13,11,1.372674652234761,-0.03096123402423368,2.4153596660447314,1.9210927674774705,3.343440607601489,2
42.0,No,1,Sales,Far,4,Medical,71,2,0,2,1,No,16,1,4523.0,4.0,0,1,3.0,6,6.0,0,3,4,-0.6923970163718165,0.22570035939256758,-0.3485695518056709,-0.04327651909115238,-0.682655386581575,2
36.0,Yes,2,Research & Development,Far,3,Medical,58,3,0,1,4,Yes,13,1,6962.0,2.0,5,1,4.0,8,1.0,0,4,4,-0.4342630577959943,-1.0576076076914387,-0.0721766300206307,-0.04327651909115238,-0.682655386581575,2
38.0,No,2,Research & Development,Near,4,Medical,54,1,0,1,4,No,13,3,5197.0,4.0,0,2,3.0,5,1.0,1,2,1,-0.8214639956597276,-1.0576076076914387,-0.6249624735907111,-0.8851490704777051,-0.37295569472133927,0
27.0,Yes,2,Research & Development,Very far,3,Life Sciences,48,1,0,1,3,Yes,11,3,2318.0,2.0,4,1,3.0,7,1.0,0,2,1,-0.5633300370839054,-1.0576076076914387,-0.6249624735907111,-0.8851490704777051,-0.682655386581575,0
49.0,No,2,Research & Development,Far,4,Life Sciences,81,3,0,1,4,No,18,3,5197.0,3.0,4,1,3.0,4,4.0,0,0,0,-0.9505309749476386,-0.28762282744103496,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,2
41.0,No,2,Research & Development,Near,2,Life Sciences,92,3,0,5,1,No,14,2,4393.0,3.0,1,0,4.0,26,5.0,14,9,13,1.8889425693864055,-0.03096123402423368,1.3097879789045703,2.482341135068505,3.6531402994617244,0
29.0,No,2,Sales,Far,3,Medical,78,3,0,2,3,Yes,17,2,16124.0,2.0,3,1,3.0,11,7.0,1,4,2,-0.04706211993226098,0.4823619528093689,-0.0721766300206307,-0.6045248866821875,-0.37295569472133927,1
29.0,No,2,Sales,Very far,3,Marketing,52,1,0,2,1,No,15,3,3760.0,5.0,1,1,3.0,10,3.0,4,7,5,-0.1761290992201721,-0.5442844208578362,0.7570021353344899,0.23734766470436516,0.5561433808593677,0
44.0,No,2,Research & Development,Near,2,Life Sciences,71,1,0,1,4,No,14,3,5454.0,2.0,3,0,4.0,5,5.0,2,2,0,-0.8214639956597276,-0.03096123402423368,-0.6249624735907111,-1.1657732542732226,-0.06325600286110364,2
31.0,No,1,Human Resources,Near,3,Medical,59,1,0,1,4,No,14,3,2789.0,3.0,0,1,3.0,3,2.0,2,2,1,-1.0795979542355498,-0.8009460142746375,-0.6249624735907111,-0.8851490704777051,-0.06325600286110364,0
33.0,No,2,Research & Development,Near,3,Life Sciences,81,4,0,1,3,No,13,3,2909.0,3.0,4,2,3.0,8,8.0,0,0,0,-0.4342630577959943,0.7390235462261702,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
41.0,No,1,Sales,Near,3,Technical Degree,75,3,0,4,2,Yes,12,2,4103.0,3.0,3,1,3.0,28,9.0,7,7,7,2.1470765279622275,0.9956851396429715,0.7570021353344899,0.7985960322954003,1.4852424564400748,0
37.11526232114468,No,2,Research & Development,Very far,3,Life Sciences,68,4,0,4,2,Yes,12,3,2670.0,3.0,4,1,4.0,33,1.0,15,16,9,2.792411424401783,-1.0576076076914387,3.2445384313998518,1.3598443998864354,3.96283999132196,0
59.0,No,1,Research & Development,Near,3,Medical,95,3,0,1,1,No,13,2,5473.0,2.0,0,2,3.0,8,4.0,7,7,6,-0.4342630577959943,-0.28762282744103496,0.7570021353344899,0.5179718484998828,1.4852424564400748,2
37.0,No,2,Research & Development,Near,3,Life Sciences,44,3,0,3,2,No,18,4,6447.0,3.0,2,0,3.0,15,6.0,6,7,4,0.4692057972193834,0.22570035939256758,0.7570021353344899,-0.04327651909115238,1.175542764579839,2
54.0,No,2,Research & Development,Near,4,Other,84,3,0,2,2,Yes,13,3,5485.0,4.0,1,1,3.0,6,5.0,1,5,2,-0.6923970163718165,-0.03096123402423368,0.2042162917644095,-0.6045248866821875,-0.37295569472133927,2
35.0,No,2,Sales,Near,2,Marketing,35,3,0,2,4,Yes,22,3,2572.0,1.0,0,1,3.0,8,3.0,7,6,7,-0.4342630577959943,-0.5442844208578362,0.4806092135494497,0.7985960322954003,1.4852424564400748,0
40.0,No,1,Sales,Near,2,Medical,35,4,0,2,4,No,17,4,4422.0,3.0,0,0,3.0,9,1.0,0,7,7,-0.30519607850808317,-1.0576076076914387,0.7570021353344899,0.7985960322954003,-0.682655386581575,0
25.0,No,2,Research & Development,Near,4,Life Sciences,30,4,0,2,3,Yes,16,3,2187.0,3.0,0,1,3.0,4,2.0,1,2,2,-0.9505309749476386,-0.8009460142746375,-0.6249624735907111,-0.6045248866821875,-0.37295569472133927,0
34.0,No,2,Research & Development,Far,5,Medical,41,2,0,4,3,Yes,15,3,6712.0,3.0,2,1,4.0,32,8.0,12,8,13,2.663344445113872,0.7390235462261702,1.03339505711953,2.482341135068505,3.033740915741253,2
34.0,No,0,Human Resources,Near,5,Medical,79,4,0,2,1,No,16,4,2029.0,3.0,7,1,4.0,10,5.0,0,3,3,-0.1761290992201721,-0.03096123402423368,-0.3485695518056709,-0.32390070288666994,-0.682655386581575,0
22.0,No,0,Sales,Near,1,Marketing,36,3,0,2,2,Yes,13,2,2814.0,2.0,0,1,3.0,4,4.0,1,2,2,-0.9505309749476386,-0.28762282744103496,-0.6249624735907111,-0.6045248866821875,-0.37295569472133927,0
24.0,No,2,Research & Development,Near,1,Life Sciences,55,4,0,2,4,Yes,12,2,3202.0,4.0,1,1,3.0,10,5.0,3,8,0,-0.1761290992201721,-0.03096123402423368,1.03339505711953,-1.1657732542732226,0.24644368899913202,0
37.11526232114468,No,2,Research & Development,Near,1,Medical,46,4,0,5,3,No,14,3,2593.0,4.0,1,1,3.0,21,9.0,9,8,9,1.24360767294685,0.9956851396429715,1.03339505711953,1.3598443998864354,2.104641840160546,0
31.0,No,2,Research & Development,Far,3,Medical,41,4,0,2,4,Yes,11,1,5468.0,3.0,0,1,3.0,10,10.0,8,7,5,-0.1761290992201721,1.2523467330597726,0.7570021353344899,0.23734766470436516,1.7949421483003105,0
39.0,Yes,2,Research & Development,Near,3,Medical,96,1,0,1,2,Yes,25,4,5902.0,3.0,1,2,3.0,1,1.0,0,1,0,-1.337731912811372,-1.0576076076914387,-0.9013553953757513,-1.1657732542732226,-0.682655386581575,2
37.11526232114468,Yes,2,Research & Development,Very far,4,Medical,98,4,0,2,3,Yes,15,2,4907.0,3.0,1,1,4.0,10,5.0,6,2,7,-0.1761290992201721,-0.03096123402423368,-0.6249624735907111,0.7985960322954003,1.175542764579839,0
38.0,No,2,Research & Development,Near,2,Medical,66,4,0,4,4,No,22,2,12061.0,2.0,9,0,3.0,32,10.0,1,4,3,2.663344445113872,1.2523467330597726,-0.0721766300206307,-0.32390070288666994,-0.37295569472133927,1
47.0,No,2,Sales,Near,4,Life Sciences,72,1,0,1,4,No,16,2,15972.0,2.0,1,1,3.0,3,3.0,0,2,2,-1.0795979542355498,-0.5442844208578362,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,1
33.0,No,2,Research & Development,Near,3,Life Sciences,55,3,0,2,4,No,11,3,2851.0,3.0,0,1,3.0,10,1.0,7,8,5,-0.1761290992201721,-1.0576076076914387,1.03339505711953,0.23734766470436516,1.4852424564400748,0
44.0,No,2,Sales,Near,2,Technical Degree,66,2,0,3,4,Yes,14,1,13320.0,2.0,3,1,3.0,14,12.0,0,4,4,0.3401388179314723,1.7656699198933752,-0.0721766300206307,-0.04327651909115238,-0.682655386581575,1
31.0,No,2,Sales,Near,3,Medical,52,2,0,4,2,No,22,2,3929.0,3.0,4,0,4.0,37,4.0,14,9,14,3.3086793415534275,-0.28762282744103496,1.3097879789045703,2.762965318864023,3.6531402994617244,0
30.0,No,2,Research & Development,Near,4,Life Sciences,47,1,0,2,4,No,18,3,6877.0,4.0,0,1,4.0,4,4.0,2,2,2,-0.9505309749476386,-0.28762282744103496,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
50.0,No,2,Research & Development,Very far,4,Life Sciences,88,1,0,1,3,No,12,3,19926.0,5.0,1,0,3.0,2,2.0,2,2,2,-1.208664933523461,-0.8009460142746375,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,1
36.0,Yes,0,Research & Development,Near,1,Technical Degree,32,4,0,1,4,Yes,15,4,5674.0,3.0,1,1,3.0,7,7.0,5,7,6,-0.5633300370839054,0.4823619528093689,0.7570021353344899,0.5179718484998828,0.8658430727196034,0
38.0,No,0,Research & Development,Near,4,Life Sciences,32,3,0,1,4,Yes,18,1,5329.0,3.0,0,0,3.0,3,3.0,2,2,2,-1.0795979542355498,-0.5442844208578362,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,2
30.0,No,2,Research & Development,Near,4,Medical,48,2,0,2,3,No,19,3,9667.0,3.0,1,2,3.0,10,7.0,0,7,8,-0.1761290992201721,0.4823619528093689,0.7570021353344899,1.079220216090918,-0.682655386581575,2
35.0,Yes,2,Research & Development,Very far,2,Life Sciences,73,4,0,1,4,Yes,24,2,4425.0,3.0,1,2,3.0,1,1.0,1,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.37295569472133927,0
35.0,No,2,Research & Development,Near,4,Medical,47,3,0,1,2,No,21,3,10685.0,2.0,6,1,4.0,7,7.0,1,2,1,-0.5633300370839054,0.4823619528093689,-0.6249624735907111,-0.8851490704777051,-0.37295569472133927,2
37.0,No,2,Research & Development,Far,2,Medical,95,2,0,2,4,Yes,13,3,3629.0,6.0,0,1,3.0,10,3.0,8,7,1,-0.1761290992201721,-0.5442844208578362,0.7570021353344899,-0.8851490704777051,1.7949421483003105,0
32.0,No,2,Research & Development,Near,2,Medical,58,3,0,2,4,No,23,3,5197.0,3.0,1,2,3.0,12,6.0,3,8,7,0.08200485935565012,0.22570035939256758,1.03339505711953,0.7985960322954003,0.24644368899913202,0
43.0,Yes,2,Research & Development,Far,4,Technical Degree,85,4,0,1,1,Yes,23,3,16064.0,3.0,1,1,4.0,5,5.0,3,2,0,-0.8214639956597276,-0.03096123402423368,-0.6249624735907111,-1.1657732542732226,0.24644368899913202,1
37.11526232114468,No,2,Sales,Near,3,Technical Degree,100,2,0,2,4,No,11,2,5197.0,3.0,4,1,3.0,10,5.0,7,7,7,-0.1761290992201721,-0.03096123402423368,0.7570021353344899,0.7985960322954003,1.4852424564400748,0
26.0,No,1,Sales,Near,3,Life Sciences,59,1,0,1,1,No,14,2,6397.0,6.0,4,2,3.0,20,6.0,0,0,0,1.1145406936589388,0.22570035939256758,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
38.0,No,2,Research & Development,Very far,3,Technical Degree,94,1,0,1,2,No,12,3,3306.0,5.0,5,0,3.0,8,5.0,1,2,2,-0.4342630577959943,-0.03096123402423368,-0.6249624735907111,-0.6045248866821875,-0.37295569472133927,0
39.0,No,2,Sales,Near,3,Other,60,4,0,2,4,No,22,3,12742.0,3.0,1,2,3.0,6,6.0,1,5,4,-0.6923970163718165,0.22570035939256758,0.2042162917644095,-0.04327651909115238,-0.37295569472133927,1
52.0,Yes,2,Research & Development,Near,2,Life Sciences,79,4,0,2,3,No,18,3,3212.0,3.0,1,1,3.0,10,2.0,1,4,1,-0.1761290992201721,-0.8009460142746375,-0.0721766300206307,-0.8851490704777051,-0.37295569472133927,2
46.0,Yes,2,Research & Development,Very far,2,Medical,71,3,0,1,2,No,11,4,13225.0,3.0,0,2,3.0,6,6.0,1,4,4,-0.6923970163718165,0.22570035939256758,-0.0721766300206307,-0.04327651909115238,-0.37295569472133927,1
49.0,No,2,Research & Development,Near,4,Medical,93,2,0,3,3,No,18,3,3580.0,3.0,1,1,3.0,10,4.0,0,2,7,-0.1761290992201721,-0.28762282744103496,-0.6249624735907111,0.7985960322954003,-0.682655386581575,2
33.0,No,2,Research & Development,Near,3,Life Sciences,63,1,0,3,1,No,14,3,2622.0,3.0,9,1,4.0,10,3.0,0,7,5,-0.1761290992201721,-0.5442844208578362,0.7570021353344899,0.23734766470436516,-0.682655386581575,0
37.11526232114468,No,1,Research & Development,Near,4,Life Sciences,32,4,0,2,3,Yes,13,3,3755.0,3.0,2,0,3.0,12,8.0,1,3,2,0.08200485935565012,0.7390235462261702,-0.3485695518056709,-0.6045248866821875,-0.37295569472133927,0
37.11526232114468,No,2,Research & Development,Near,4,Life Sciences,82,2,0,2,4,No,13,3,5197.0,6.0,1,2,3.0,17,4.0,11,11,8,0.7273397557952056,-0.28762282744103496,1.8625738224746506,1.079220216090918,2.7240412238810174,0
35.0,No,2,Research & Development,Near,1,Life Sciences,87,1,0,2,4,No,19,4,4788.0,2.0,1,0,3.0,6,3.0,1,4,3,-0.6923970163718165,-0.5442844208578362,-0.0721766300206307,-0.32390070288666994,-0.37295569472133927,0
47.0,No,2,Human Resources,Near,3,Life Sciences,84,3,0,4,2,Yes,11,3,3294.0,3.0,1,0,3.0,33,3.0,0,9,10,2.792411424401783,-0.5442844208578362,1.3097879789045703,1.640468583681953,-0.682655386581575,2
56.0,No,1,Research & Development,Near,3,Medical,68,4,0,1,1,No,19,3,2942.0,3.0,1,2,3.0,3,3.0,1,0,2,-1.0795979542355498,-0.5442844208578362,-1.1777483171607914,-0.6045248866821875,-0.37295569472133927,2
48.0,No,2,Research & Development,Near,1,Medical,66,1,0,1,3,No,13,3,5197.0,3.0,1,0,3.0,5,5.0,1,3,3,-0.8214639956597276,-0.03096123402423368,-0.3485695518056709,-0.32390070288666994,-0.37295569472133927,2
43.0,No,1,Research & Development,Very far,1,Life Sciences,52,1,0,2,4,No,13,3,10820.0,1.0,7,2,3.0,18,8.0,1,7,7,0.8564067350831167,0.7390235462261702,0.7570021353344899,0.7985960322954003,-0.37295569472133927,2
37.11526232114468,No,2,Research & Development,Near,3,Life Sciences,97,1,0,1,4,No,15,3,15402.0,3.0,1,0,3.0,3,3.0,1,2,2,-1.0795979542355498,-0.5442844208578362,-0.6249624735907111,-0.6045248866821875,-0.37295569472133927,1
34.0,No,2,Research & Development,Near,3,Life Sciences,54,4,0,3,4,No,11,3,11631.0,6.0,1,2,3.0,11,11.0,0,9,8,-0.04706211993226098,1.509008326476574,1.3097879789045703,1.079220216090918,-0.682655386581575,2
51.0,No,2,Research & Development,Near,2,Medical,43,3,0,2,1,No,25,3,13142.0,1.0,4,1,3.0,10,5.0,1,2,2,-0.1761290992201721,-0.03096123402423368,-0.6249624735907111,-0.6045248866821875,-0.37295569472133927,1
32.0,No,1,Research & Development,Very far,3,Medical,79,2,0,1,2,No,18,3,8998.0,2.0,1,1,3.0,14,9.0,2,11,13,0.3401388179314723,0.9956851396429715,1.8625738224746506,2.482341135068505,-0.06325600286110364,2
30.0,Yes,1,Sales,Near,1,Marketing,57,1,0,5,4,No,15,3,2083.0,2.0,1,1,4.0,33,1.0,6,14,9,2.792411424401783,-1.0576076076914387,2.6917525878297717,1.3598443998864354,1.175542764579839,0
43.0,No,1,Research & Development,Very far,1,Life Sciences,93,4,0,2,3,No,17,3,5562.0,2.0,8,0,3.0,11,5.0,1,0,6,-0.04706211993226098,-0.03096123402423368,-1.1777483171607914,0.5179718484998828,-0.37295569472133927,2
26.0,No,1,Sales,Near,4,Life Sciences,67,3,0,2,3,No,22,4,2741.0,2.0,4,1,3.0,10,7.0,5,7,7,-0.1761290992201721,0.4823619528093689,0.7570021353344899,0.7985960322954003,0.8658430727196034,0
36.0,No,2,Sales,Near,3,Medical,80,1,0,2,3,No,16,3,4663.0,3.0,1,2,3.0,5,3.0,0,4,3,-0.8214639956597276,-0.5442844208578362,-0.0721766300206307,-0.32390070288666994,-0.682655386581575,0
37.0,No,0,Sales,Near,3,Marketing,38,3,0,3,2,No,12,3,5197.0,2.0,2,1,3.0,30,5.0,6,7,12,2.4052104865380497,-0.03096123402423368,0.7570021353344899,2.201716951272988,1.175542764579839,0
47.0,No,0,Research & Development,Near,4,Other,44,3,0,1,3,No,16,3,11957.0,3.0,3,1,3.0,8,8.0,2,2,2,-0.4342630577959943,0.7390235462261702,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,1
42.0,No,2,Sales,Near,3,Marketing,55,4,0,2,4,No,12,2,2372.0,2.0,1,2,3.0,10,1.0,0,7,8,-0.1761290992201721,-1.0576076076914387,0.7570021353344899,1.079220216090918,-0.682655386581575,0
33.0,No,2,Research & Development,Near,1,Life Sciences,88,3,0,3,3,No,22,3,4878.0,3.0,1,2,3.0,12,9.0,5,8,8,0.08200485935565012,0.9956851396429715,1.03339505711953,1.079220216090918,0.8658430727196034,0
30.0,Yes,2,Research & Development,Near,2,Medical,88,3,0,1,3,Yes,14,3,4779.0,3.0,1,1,3.0,8,3.0,1,7,7,-0.4342630577959943,-0.5442844208578362,0.7570021353344899,0.7985960322954003,-0.37295569472133927,0
53.0,No,2,Research & Development,Far,2,Other,44,4,0,2,2,Yes,11,3,15427.0,3.0,0,1,3.0,4,4.0,0,2,2,-0.9505309749476386,-0.28762282744103496,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,1
54.0,No,1,Research & Development,Near,3,Life Sciences,97,3,0,4,4,Yes,13,3,10502.0,3.0,2,2,3.0,30,5.0,1,4,2,2.4052104865380497,-0.03096123402423368,-0.0721766300206307,-0.6045248866821875,-0.37295569472133927,2
26.0,Yes,1,Sales,Far,2,Marketing,84,4,0,2,3,Yes,11,3,2366.0,2.0,3,2,3.0,6,6.0,2,0,2,-0.6923970163718165,0.22570035939256758,-1.1777483171607914,-0.6045248866821875,-0.06325600286110364,0
47.0,No,2,Research & Development,Near,4,Life Sciences,52,3,0,1,3,No,14,3,17169.0,2.0,2,2,3.0,8,8.0,2,2,2,-0.4342630577959943,0.7390235462261702,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,1
36.0,No,2,Research & Development,Far,4,Life Sciences,82,4,0,2,3,No,20,3,6815.0,5.0,8,1,3.0,9,1.0,1,2,4,-0.30519607850808317,-1.0576076076914387,-0.6249624735907111,-0.04327651909115238,-0.37295569472133927,2
28.0,No,2,Research & Development,Near,4,Medical,46,3,0,5,4,Yes,17,3,5197.0,0.0,7,0,3.0,24,2.0,2,1,2,1.6308086108105833,-0.8009460142746375,-0.9013553953757513,-0.6045248866821875,-0.06325600286110364,0
36.0,No,2,Sales,Near,4,Life Sciences,41,2,0,1,3,No,15,4,3419.0,3.0,3,1,3.0,13,1.0,5,7,2,0.21107183864356122,-1.0576076076914387,0.7570021353344899,-0.6045248866821875,0.8658430727196034,0
